#ID	start_group[0-10]	arrival_time_s_after_start
F11050	7	3747.0
M7091	7	3747.0
M7742	7	3747.0
F7091	7	3748.0
F6114	6	3748.0
P2652	7	3749.0
F7057	7	3749.0
M9202	7	3749.0
M8062	8	3749.0
M8947	8	3750.0
F7071	7	3750.0
M11958	8	3750.0
F7154	7	3751.0
F10478	7	3751.0
F10093	8	3751.0
M8942	8	3752.0
M8566	8	3752.0
M11564	7	3753.0
M6436	6	3753.0
P1718	6	3753.0
M7875	7	3754.0
M7857	7	3754.0
M11202	7	3754.0
P2428	8	3755.0
M6314	6	3755.0
F7142	7	3756.0
M7420	7	3756.0
F11360	7	3757.0
M8551	8	3758.0
M13120	6	3758.0
M7201	7	3758.0
P2679	8	3759.0
M7138	7	3759.0
M9521	8	3760.0
M11026	7	3760.0
M6415	6	3761.0
F8172	8	3761.0
M7828	7	3762.0
M7773	7	3762.0
M7170	7	3763.0
F10547	7	3763.0
M12309	6	3764.0
F11474	7	3764.0
M6803	6	3764.0
M12195	6	3765.0
M7314	7	3765.0
F10477	7	3766.0
M7786	7	3766.0
M8023	7	3767.0
M12140	7	3767.0
M11830	6	3767.0
F10383	8	3768.0
M7945	7	3768.0
M4440	4	3768.0
M8636	8	3768.0
M5521	5	3768.0
F7137	7	3769.0
M7109	7	3769.0
F7065	7	3769.0
M8295	7	3770.0
M7424	7	3770.0
M5520	5	3770.0
F8031	8	3770.0
M7061	7	3770.0
M7801	7	3771.0
M8042	8	3771.0
F10946	8	3771.0
M7164	7	3771.0
M12033	10	3772.0
M7115	7	3772.0
M7056	7	3772.0
P1672	8	3772.0
M7445	7	3772.0
F10192	6	3773.0
M7557	7	3773.0
M12788	8	3774.0
M7599	7	3774.0
P1958	7	3774.0
M10004	7	3775.0
M8753	7	3775.0
F11663	7	3775.0
F10460	7	3775.0
M9906	7	3776.0
M9357	7	3776.0
F7111	7	3776.0
F10419	7	3777.0
M7774	7	3777.0
M7126	7	3777.0
M8920	8	3777.0
F7115	7	3778.0
P3048	7	3778.0
F8028	7	3779.0
M7852	7	3779.0
F7018	7	3780.0
F11130	7	3780.0
M12115	6	3780.0
M7898	7	3781.0
F10623	7	3781.0
M10083	7	3781.0
M7257	7	3782.0
M7158	7	3782.0
F5058	7	3782.0
M7608	7	3782.0
F7121	7	3783.0
M7293	7	3783.0
F7002	7	3784.0
M8752	8	3784.0
M12830	7	3784.0
F7005	7	3785.0
M7040	7	3785.0
F7144	7	3785.0
P1192	6	3785.0
M8004	8	3785.0
M7735	7	3786.0
F7072	7	3786.0
F11352	7	3786.0
P1213	7	3786.0
M7199	7	3786.0
P1448	6	3787.0
M8459	8	3787.0
M8260	8	3787.0
M11853	7	3787.0
M7746	7	3787.0
F7110	7	3788.0
M8227	7	3788.0
M7803	7	3788.0
M7867	7	3788.0
P1739	7	3789.0
F7153	7	3789.0
P1538	7	3789.0
M7855	7	3789.0
F9124	8	3789.0
M7501	7	3790.0
M8749	8	3791.0
M7683	7	3791.0
M13076	7	3791.0
M7572	7	3792.0
P1291	6	3792.0
M8638	8	3792.0
M12269	7	3792.0
M7503	7	3793.0
M7739	7	3793.0
M7460	7	3793.0
F10906	7	3794.0
F7145	7	3794.0
M11815	7	3794.0
M8975	8	3795.0
F8164	8	3795.0
M7129	7	3795.0
M7184	7	3795.0
M7685	7	3796.0
F7146	7	3796.0
M7616	7	3796.0
M8575	8	3796.0
M11015	7	3797.0
F10351	7	3797.0
M7740	7	3797.0
F7160	7	3798.0
M8974	8	3798.0
F10915	8	3798.0
M7405	7	3799.0
M10197	6	3799.0
M8019	8	3799.0
P1280	7	3799.0
M7335	7	3800.0
M11219	7	3800.0
P1705	7	3801.0
M3909	3	3801.0
M7636	7	3801.0
M8162	8	3802.0
M7522	7	3802.0
M7404	5	3802.0
M9134	8	3803.0
M7949	7	3803.0
F7085	7	3803.0
M6602	6	3804.0
M7448	7	3804.0
F7050	7	3804.0
M10590	8	3804.0
M6238	6	3804.0
F7034	7	3805.0
M11248	6	3805.0
P2732	7	3805.0
F10432	7	3805.0
M7401	7	3805.0
M8802	8	3805.0
F7096	7	3806.0
M7382	7	3806.0
M7764	7	3806.0
P1398	7	3807.0
M6898	6	3807.0
M7497	7	3807.0
F10324	8	3807.0
P1957	7	3808.0
M7363	7	3808.0
M12868	8	3808.0
M7373	7	3808.0
M7294	7	3809.0
M7463	7	3809.0
M7938	7	3809.0
M11512	7	3810.0
M7760	7	3811.0
M7908	7	3811.0
M7816	7	3811.0
M7691	7	3812.0
M7124	7	3813.0
M9800	8	3813.0
F7051	7	3813.0
F7009	7	3813.0
P2398	7	3814.0
M7602	7	3814.0
M7737	7	3814.0
M7196	7	3815.0
F7030	7	3815.0
M9517	8	3816.0
M7352	7	3816.0
M7633	7	3817.0
M12311	6	3817.0
M12312	6	3817.0
P2665	7	3817.0
M7084	7	3817.0
F11727	7	3818.0
M7137	7	3818.0
F10659	7	3819.0
M6913	6	3819.0
M7049	7	3820.0
M8989	8	3820.0
M12283	7	3820.0
M10428	6	3821.0
F6078	7	3821.0
M7107	7	3822.0
M12098	7	3823.0
F7008	7	3823.0
P2104	7	3823.0
M7276	7	3823.0
M12648	7	3823.0
M7639	7	3824.0
M12863	7	3824.0
M7464	7	3824.0
M12331	8	3824.0
V406	5	3825.0
M7139	7	3825.0
P2959	8	3826.0
P3049	7	3827.0
F7038	7	3827.0
F7037	7	3828.0
M8063	8	3828.0
M7211	7	3830.0
F6051	6	3830.0
M7238	7	3831.0
M7504	7	3831.0
M8466	8	3832.0
F8171	8	3834.0
F11526	8	3834.0
M7939	7	3834.0
M7512	7	3834.0
M7814	7	3835.0
P1955	7	3835.0
P2089	6	3835.0
F11260	7	3836.0
M7622	7	3837.0
M10516	6	3838.0
M7719	7	3838.0
M7525	7	3838.0
M9075	9	3838.0
P1876	7	3839.0
M7560	7	3839.0
M13234	7	3840.0
M3183	7	3841.0
M11394	6	3841.0
M7198	7	3842.0
M7312	7	3842.0
F8126	8	3842.0
P2721	8	3842.0
M7878	7	3843.0
M11819	7	3843.0
M8719	8	3844.0
P1545	7	3845.0
M7100	7	3845.0
M7274	7	3846.0
M7634	7	3846.0
M9549	8	3849.0
F10577	7	3850.0
M7379	7	3852.0
M12793	7	3853.0
M6914	6	3853.0
P2439	7	3853.0
M7588	7	3854.0
M7282	7	3854.0
F11673	7	3854.0
M7182	7	3855.0
M7114	7	3857.0
M7032	7	3857.0
F11293	7	3857.0
M12317	7	3858.0
M7637	7	3858.0
P2925	6	3858.0
P1476	7	3859.0
M12141	7	3859.0
F7077	7	3859.0
M7768	7	3859.0
P2609	7	3860.0
M8202	8	3861.0
M7896	7	3861.0
F10349	7	3862.0
M8095	8	3863.0
P2354	7	3865.0
M10032	7	3866.0
M6609	6	3868.0
F7067	7	3869.0
M8583	8	3869.0
M8625	8	3869.0
M7202	7	3869.0
F8105	8	3869.0
M8040	8	3870.0
M10058	7	3871.0
M7887	7	3871.0
F10494	8	3871.0
P2225	7	3871.0
F7194	7	3871.0
M7958	7	3872.0
P2515	7	3872.0
P1695	7	3873.0
M7183	7	3873.0
M8382	8	3873.0
M10139	10	3873.0
M7281	7	3873.0
M7926	7	3875.0
M7874	7	3875.0
M7761	7	3875.0
F11417	7	3877.0
M6966	6	3879.0
F7119	7	3879.0
M12705	7	3880.0
P2176	7	3880.0
F10394	7	3880.0
F11491	4	3881.0
F7173	7	3881.0
M7279	7	3881.0
M7402	7	3882.0
F11309	7	3882.0
M11490	4	3883.0
M12501	7	3883.0
M7359	7	3883.0
P3004	6	3883.0
M7886	7	3883.0
F7049	7	3884.0
M11056	7	3884.0
F10240	7	3885.0
P1485	7	3886.0
P2743	7	3886.0
M6433	6	3886.0
P2661	7	3887.0
F7015	7	3887.0
M8509	8	3887.0
M8871	8	3887.0
M7726	7	3888.0
M11695	7	3888.0
P1403	7	3889.0
M7416	7	3889.0
M12537	7	3889.0
M7268	7	3891.0
F7052	7	3891.0
M7925	7	3891.0
M7073	7	3891.0
M7072	7	3892.0
P2546	7	3892.0
M8228	7	3893.0
P2938	7	3894.0
M7535	7	3894.0
M9587	8	3896.0
F11173	7	3896.0
F7177	7	3896.0
P2531	7	3897.0
F9194	7	3897.0
M7232	7	3897.0
P1909	7	3898.0
F8100	8	3898.0
F10218	7	3898.0
M7414	7	3899.0
M8579	7	3899.0
F8038	7	3899.0
M11204	7	3899.0
M7070	7	3900.0
M7403	7	3900.0
M7846	7	3900.0
M7552	7	3900.0
M12586	7	3902.0
M7391	7	3903.0
F10921	8	3903.0
P1172	7	3903.0
P2241	6	3903.0
M7350	7	3904.0
M7630	7	3905.0
M9926	7	3905.0
F11005	8	3905.0
M8414	8	3906.0
M12941	7	3906.0
M8180	8	3906.0
M11658	7	3906.0
M8785	8	3907.0
F10388	7	3907.0
M8036	8	3907.0
M11546	8	3908.0
M7523	7	3908.0
M6766	6	3908.0
M6722	6	3908.0
M10553	8	3909.0
M8307	8	3909.0
M7499	7	3910.0
P2572	7	3910.0
F7103	7	3910.0
M8089	8	3910.0
M7492	7	3910.0
M12752	7	3910.0
F8152	8	3911.0
M7510	7	3911.0
P1860	7	3911.0
P2108	7	3912.0
M7301	7	3913.0
P2298	6	3913.0
F7171	7	3913.0
F7114	7	3914.0
M8592	8	3914.0
M10410	7	3915.0
M7720	7	3916.0
M7762	7	3916.0
F11423	8	3917.0
M9957	8	3917.0
P1974	7	3917.0
M7792	7	3918.0
M6557	6	3919.0
F3019	8	3919.0
M11362	8	3920.0
M7394	7	3920.0
M10184	8	3921.0
F8017	7	3921.0
M7133	7	3921.0
M7851	7	3922.0
M11332	10	3922.0
M7707	7	3922.0
M8639	8	3922.0
M8451	8	3922.0
F7152	7	3923.0
F7161	7	3923.0
M6937	6	3923.0
F10560	7	3923.0
M7924	7	3923.0
F7195	7	3924.0
F8025	7	3924.0
F6048	6	3924.0
M8741	7	3924.0
M8756	7	3925.0
M7569	7	3925.0
M11365	7	3925.0
F11653	7	3925.0
F7058	7	3926.0
M7509	7	3926.0
P2584	7	3926.0
M7629	7	3927.0
M7700	7	3927.0
M8997	8	3927.0
M7300	7	3927.0
M9972	7	3928.0
M7706	7	3928.0
M12890	7	3928.0
V1132	5	3929.0
F7090	7	3929.0
M7239	7	3929.0
M12931	8	3929.0
M6364	6	3929.0
M12926	7	3930.0
M11103	7	3930.0
M7870	7	3930.0
F7044	7	3931.0
M7447	7	3931.0
M8588	8	3932.0
M11896	7	3932.0
M13350	6	3932.0
M7362	7	3933.0
M7571	7	3933.0
P1883	6	3933.0
M7615	7	3934.0
M7770	7	3934.0
P2243	7	3935.0
M7964	7	3935.0
M9229	7	3935.0
F10994	7	3935.0
M7628	7	3935.0
F8219	8	3935.0
F7134	7	3936.0
M7434	7	3936.0
F7032	7	3936.0
M7554	7	3937.0
M13132	7	3937.0
M7318	7	3937.0
M7141	7	3937.0
M7142	7	3937.0
P1764	8	3938.0
M7367	7	3938.0
V887	5	3938.0
F7179	7	3939.0
M6625	6	3939.0
M7313	7	3939.0
M12710	7	3939.0
M7250	7	3940.0
M7330	7	3940.0
M8968	8	3941.0
M6277	6	3942.0
M7175	7	3942.0
M8963	8	3943.0
F7059	7	3943.0
M11555	7	3943.0
M7711	7	3944.0
F8109	8	3945.0
F8092	8	3945.0
M6211	6	3946.0
M11833	7	3947.0
M7337	7	3947.0
M7916	7	3947.0
P3051	8	3948.0
M12979	7	3949.0
F10889	7	3949.0
M7283	7	3950.0
P1296	7	3950.0
P2058	8	3951.0
M10988	7	3951.0
M6640	6	3951.0
M12706	7	3952.0
P2143	7	3952.0
M8964	8	3953.0
M7775	7	3953.0
F11531	8	3955.0
M8930	8	3955.0
P1591	8	3955.0
M7859	7	3956.0
M7508	7	3957.0
M7275	7	3957.0
F8153	8	3958.0
M7553	7	3958.0
M8038	8	3958.0
P2443	7	3959.0
M10194	8	3959.0
F8006	8	3959.0
M13161	7	3960.0
M7349	7	3960.0
M8495	8	3962.0
P2885	7	3962.0
M8215	7	3963.0
F8184	8	3963.0
M8529	8	3964.0
F11257	7	3965.0
M7071	7	3965.0
M8826	8	3965.0
M12502	7	3965.0
M10746	7	3966.0
F11323	7	3966.0
M7413	7	3966.0
F7129	7	3967.0
M7724	7	3967.0
M12144	7	3967.0
M10078	8	3968.0
M7632	7	3969.0
F11034	7	3969.0
M8168	8	3970.0
F11077	7	3970.0
M12883	8	3970.0
M7805	7	3970.0
M13063	7	3971.0
M12601	7	3971.0
M8870	8	3971.0
M8253	8	3972.0
M8085	8	3972.0
M7651	7	3972.0
M7244	7	3973.0
M7960	7	3973.0
M12342	7	3973.0
M7626	7	3974.0
M9618	8	3974.0
M12095	7	3975.0
M7865	7	3975.0
M11881	7	3975.0
M7345	7	3975.0
F9033	8	3976.0
P2227	7	3977.0
M6534	6	3977.0
F11084	7	3977.0
P1516	7	3978.0
P2071	8	3978.0
F8007	8	3978.0
M7783	7	3979.0
M7020	7	3979.0
P2803	7	3979.0
M7590	7	3979.0
F8170	8	3980.0
M7884	7	3981.0
M7306	7	3981.0
P2348	7	3981.0
M8850	8	3981.0
M10592	8	3981.0
M8842	8	3982.0
M7531	7	3982.0
M7444	7	3983.0
M7849	7	3983.0
P1055	8	3983.0
M11676	10	3983.0
M8041	8	3983.0
M11230	7	3984.0
M11263	8	3984.0
M7453	7	3985.0
M13090	7	3985.0
F8022	7	3986.0
M8523	8	3986.0
M7652	7	3986.0
M7329	7	3986.0
M7776	7	3987.0
F8071	8	3987.0
M8303	8	3987.0
M7178	7	3987.0
M8276	7	3988.0
M12175	8	3988.0
M7928	7	3988.0
M8527	8	3988.0
M7684	7	3988.0
M7542	7	3989.0
M8660	8	3989.0
F10284	7	3989.0
M7937	7	3990.0
F11439	7	3991.0
M7187	7	3991.0
M7341	7	3991.0
M11070	7	3992.0
M7511	7	3992.0
M9937	8	3994.0
M8482	8	3994.0
M8384	8	3994.0
M7326	7	3994.0
M13391	6	3995.0
F7041	7	3995.0
M12167	7	3996.0
M6427	6	3996.0
M12341	7	3997.0
M7790	7	3997.0
M7466	7	3998.0
M7364	7	3998.0
M7159	7	3999.0
M9914	9	4000.0
M8257	8	4000.0
M11073	7	4001.0
M12079	7	4001.0
M7461	7	4001.0
F8183	8	4001.0
M13365	8	4002.0
M3411	8	4002.0
F11668	8	4002.0
M8768	8	4002.0
M7251	7	4003.0
F11555	7	4003.0
F11159	8	4003.0
M7432	7	4004.0
F7026	7	4004.0
M8506	8	4005.0
M8356	8	4005.0
M8813	8	4005.0
F8143	7	4005.0
P1013	3	4005.0
M12395	8	4006.0
F7118	7	4007.0
M13098	7	4007.0
M11336	7	4007.0
M8841	8	4008.0
M7679	6	4008.0
P1786	7	4009.0
M7966	7	4009.0
M8578	8	4009.0
M11001	10	4009.0
M8606	8	4010.0
M11623	10	4011.0
M8077	8	4011.0
P2932	7	4011.0
P2539	7	4012.0
M11866	7	4012.0
M6498	6	4013.0
M8653	8	4013.0
M8306	8	4014.0
M7933	7	4015.0
F11292	8	4016.0
M8651	8	4017.0
P1407	7	4018.0
F8240	8	4018.0
M11276	8	4018.0
F11082	8	4018.0
M7272	7	4018.0
M6162	6	4019.0
M12413	8	4019.0
M6304	6	4020.0
M7179	7	4020.0
M12872	7	4022.0
F10360	8	4022.0
M7220	7	4022.0
P1303	8	4022.0
M7722	7	4023.0
F8151	7	4024.0
M7298	7	4024.0
F7094	7	4024.0
M8206	8	4024.0
M7147	7	4024.0
M7102	7	4025.0
P2718	7	4025.0
M6464	6	4026.0
M7351	7	4026.0
M8696	8	4026.0
M7558	7	4027.0
M7528	7	4027.0
P2524	8	4028.0
P1456	7	4028.0
M6520	6	4029.0
M11674	7	4029.0
M7484	7	4030.0
M7328	7	4031.0
M12020	7	4031.0
M8944	8	4032.0
P2547	7	4032.0
M8292	8	4032.0
P2403	7	4032.0
F11327	7	4032.0
P2188	6	4033.0
P2489	6	4033.0
M9936	7	4033.0
M13284	7	4033.0
M7991	7	4034.0
M7487	7	4034.0
M7450	7	4034.0
M8001	8	4034.0
M7327	7	4035.0
M7019	7	4035.0
M8773	8	4035.0
F7010	7	4035.0
M11662	7	4036.0
M6833	6	4036.0
M8582	8	4037.0
M7730	7	4037.0
M11041	7	4037.0
M7948	7	4037.0
M7661	7	4037.0
M7778	7	4038.0
M11868	7	4038.0
M7288	7	4039.0
M7869	7	4039.0
F7060	7	4039.0
M12173	7	4040.0
M6607	6	4040.0
F8106	8	4041.0
M8692	8	4042.0
F8213	8	4042.0
M7390	7	4043.0
M7101	7	4043.0
M7389	7	4045.0
M8553	8	4045.0
F11219	8	4046.0
M12085	8	4049.0
M7231	7	4049.0
M8591	8	4049.0
P1040	9	4050.0
P2583	7	4050.0
M8060	8	4050.0
F7182	7	4051.0
M7745	7	4052.0
M8884	8	4052.0
F8069	8	4053.0
F11749	8	4053.0
M8828	8	4053.0
F12471	8	4054.0
P2669	6	4054.0
P2072	7	4054.0
M11808	7	4055.0
M6599	6	4055.0
F11481	7	4056.0
M11621	8	4056.0
M7936	7	4056.0
F11333	8	4057.0
M9329	7	4057.0
M7237	7	4057.0
F7016	7	4057.0
M8480	8	4058.0
M7360	7	4058.0
M8991	8	4059.0
M7271	7	4060.0
M7180	7	4061.0
P2431	8	4061.0
P2020	7	4061.0
M7521	7	4061.0
M8176	8	4061.0
M3444	7	4061.0
M9956	8	4061.0
M8453	8	4062.0
M7955	7	4062.0
P3047	8	4063.0
M10138	8	4063.0
M12388	7	4063.0
M7536	7	4064.0
P2799	7	4064.0
M8988	8	4064.0
M7336	7	4064.0
M8220	7	4065.0
M8537	8	4065.0
F8178	8	4066.0
M7036	7	4066.0
M7702	7	4066.0
P1526	8	4067.0
P1036	8	4067.0
M8538	8	4068.0
M10017	8	4068.0
P1305	8	4069.0
M12104	6	4069.0
M7451	7	4069.0
P1589	7	4071.0
M7559	7	4072.0
F6080	8	4072.0
F10140	8	4074.0
M8602	8	4074.0
F10366	8	4074.0
M7882	7	4076.0
M8664	7	4076.0
M11244	7	4076.0
M7079	7	4076.0
M6161	6	4077.0
F11232	7	4078.0
M8829	8	4078.0
M12363	7	4079.0
M6160	6	4080.0
M10132	8	4080.0
M8005	8	4080.0
M8262	8	4081.0
M12631	8	4081.0
M12346	7	4081.0
M7454	7	4082.0
F7017	7	4082.0
M12999	9	4082.0
F7169	7	4083.0
M8402	8	4083.0
M8645	8	4083.0
M8966	8	4084.0
M11696	8	4084.0
P2989	7	4084.0
F7092	7	4084.0
M8325	8	4085.0
M7296	3	4085.0
M8422	8	4085.0
F10146	8	4085.0
M11840	6	4086.0
M6639	6	4086.0
M8083	8	4087.0
M8444	8	4087.0
M7835	7	4087.0
M13307	7	4087.0
M8999	8	4088.0
M7092	7	4088.0
F7174	7	4089.0
F11299	8	4090.0
P1246	7	4090.0
M7470	7	4090.0
M7829	7	4091.0
F7084	7	4091.0
P1072	7	4091.0
M7873	7	4092.0
M11563	7	4092.0
M9962	7	4092.0
M11306	8	4092.0
M8364	8	4093.0
F11682	8	4093.0
F11086	7	4093.0
M8084	8	4093.0
M9961	7	4094.0
M8205	8	4094.0
M8479	8	4094.0
M7468	7	4094.0
M3143	3	4095.0
M7130	7	4095.0
F5064	5	4095.0
M7712	7	4096.0
M8761	8	4096.0
F10981	7	4097.0
M7185	7	4097.0
M8933	8	4097.0
M8221	7	4097.0
M8224	8	4099.0
M7369	7	4099.0
M12187	6	4100.0
M8357	8	4100.0
M8543	8	4100.0
M12041	7	4101.0
M8939	8	4101.0
M7123	7	4101.0
F7013	7	4101.0
M12370	7	4102.0
M8962	8	4102.0
M8169	8	4102.0
P1257	7	4102.0
M12540	7	4103.0
M8665	8	4103.0
F10350	8	4103.0
M7358	7	4104.0
M7171	7	4104.0
P2079	7	4104.0
M9089	7	4104.0
M9506	8	4105.0
M11005	8	4106.0
M7473	7	4106.0
F10203	8	4106.0
M6422	8	4107.0
F7165	7	4107.0
M8848	8	4108.0
M7953	7	4108.0
M12474	8	4108.0
M9553	8	4108.0
M6424	6	4109.0
M6317	6	4109.0
M8335	8	4109.0
P1132	8	4110.0
F10281	7	4110.0
P1693	7	4110.0
M7398	7	4110.0
F4067	4	4110.0
F11456	7	4111.0
M8324	8	4111.0
M10519	7	4111.0
M8493	8	4111.0
F7164	7	4112.0
M8545	8	4112.0
M8979	8	4112.0
M8877	8	4113.0
M8555	8	4113.0
M12794	8	4113.0
M7278	7	4113.0
M9596	8	4113.0
M7693	7	4114.0
M8445	8	4114.0
M12861	8	4114.0
M12588	7	4115.0
M6628	6	4115.0
P2990	7	4115.0
M8731	8	4116.0
F10883	8	4117.0
M12732	8	4117.0
M7854	7	4117.0
F8051	8	4117.0
M11809	7	4117.0
F8048	8	4118.0
M12165	7	4118.0
M8397	8	4118.0
M8504	8	4119.0
M7085	7	4119.0
M7921	7	4119.0
M7913	7	4120.0
M12264	7	4120.0
M12093	8	4120.0
M8750	7	4120.0
F11240	8	4120.0
M12545	7	4121.0
M12199	8	4121.0
M8693	8	4122.0
M8873	8	4122.0
M7530	7	4122.0
M7384	7	4122.0
M7576	7	4122.0
M7748	7	4123.0
P2043	7	4124.0
M8026	8	4124.0
M8002	8	4124.0
M7860	7	4124.0
M8534	8	4125.0
M8441	8	4125.0
F10181	7	4126.0
M11617	8	4126.0
F11043	7	4126.0
F7159	7	4126.0
M8028	8	4126.0
F10147	8	4127.0
M8100	8	4127.0
M7482	7	4127.0
M13227	7	4127.0
M7566	7	4127.0
M8339	8	4128.0
M8098	8	4128.0
F11566	8	4129.0
M13214	7	4129.0
F10549	8	4130.0
F8157	8	4130.0
M9039	9	4131.0
M7752	7	4131.0
M9526	8	4131.0
M7881	7	4131.0
M8267	8	4131.0
M7853	7	4132.0
M7338	7	4132.0
M12805	7	4133.0
M8403	8	4133.0
M8467	8	4134.0
M7007	7	4135.0
F7116	7	4135.0
P1799	10	4135.0
M8739	8	4136.0
F8138	7	4136.0
M8532	8	4137.0
M11368	7	4138.0
M11325	8	4138.0
F10987	7	4138.0
M8535	8	4139.0
M7741	7	4139.0
M13181	8	4140.0
M8758	8	4140.0
M7539	7	4141.0
M8969	8	4141.0
M12424	7	4141.0
P2306	8	4141.0
M8321	8	4142.0
M8720	8	4142.0
M11295	8	4143.0
M11008	7	4143.0
F10776	8	4144.0
M8721	8	4144.0
M9671	9	4144.0
M7493	7	4145.0
M10556	8	4145.0
M12834	7	4145.0
F10197	8	4146.0
P2226	7	4146.0
M7456	7	4147.0
F10191	7	4147.0
F8191	8	4147.0
M8093	8	4147.0
F7022	8	4148.0
F10249	8	4148.0
M12182	7	4148.0
M8613	8	4148.0
F6099	6	4149.0
F7003	7	4149.0
M8030	8	4150.0
F11593	7	4150.0
M8300	8	4150.0
M12368	7	4151.0
M8896	8	4151.0
F10953	8	4151.0
F8203	7	4152.0
M10940	8	4152.0
F6111	6	4153.0
M8477	8	4154.0
F10665	7	4154.0
M8092	8	4154.0
M7621	7	4154.0
M7659	7	4155.0
F10276	8	4156.0
M8936	8	4156.0
M8490	8	4157.0
P1610	8	4157.0
F8073	8	4158.0
M10135	8	4158.0
M7048	7	4159.0
M12189	7	4159.0
M8574	8	4160.0
M8657	8	4161.0
M12928	8	4161.0
M8039	8	4161.0
M9015	8	4162.0
F11101	7	4162.0
M12635	8	4162.0
M8252	8	4163.0
M8516	8	4163.0
F8182	8	4163.0
M9949	8	4164.0
M12769	8	4164.0
M7580	7	4165.0
F7074	7	4165.0
P1460	8	4165.0
M7193	7	4165.0
M6832	6	4167.0
M7485	7	4168.0
M7614	7	4169.0
M7534	7	4170.0
M7273	7	4170.0
M8287	8	4171.0
P2866	7	4171.0
M12763	8	4172.0
F7064	7	4174.0
M7353	7	4174.0
P1459	8	4174.0
P1654	7	4175.0
M9969	8	4177.0
M7166	7	4178.0
M12282	8	4178.0
P1001	7	4179.0
F10347	8	4180.0
F11713	7	4180.0
M11898	7	4181.0
P1556	8	4181.0
M7472	7	4181.0
M11383	8	4181.0
M12121	7	4181.0
P1493	8	4182.0
M12382	7	4183.0
M11806	8	4183.0
M8697	8	4183.0
F11729	7	4184.0
P2463	8	4184.0
P1851	8	4185.0
M7820	7	4185.0
M8230	8	4185.0
M7894	7	4186.0
M8563	8	4187.0
P1030	8	4188.0
F10945	8	4188.0
M7253	7	4188.0
P2517	8	4189.0
M9619	9	4190.0
M12751	8	4190.0
M7899	7	4192.0
M10580	8	4192.0
M7781	7	4192.0
P1179	8	4193.0
F11631	6	4194.0
M7834	7	4194.0
M8027	8	4195.0
M8156	8	4195.0
F11301	8	4196.0
F8116	8	4196.0
M8392	8	4196.0
M8391	8	4196.0
F10311	8	4197.0
M7727	7	4197.0
P2278	7	4198.0
F9085	8	4198.0
M8698	8	4199.0
M12740	7	4199.0
M7090	7	4199.0
M6066	6	4200.0
P1988	8	4201.0
M12092	7	4202.0
F10873	7	4202.0
P2040	8	4203.0
M12916	7	4204.0
M12091	8	4205.0
F7185	7	4205.0
M13040	8	4206.0
M7670	7	4206.0
M8789	8	4207.0
P1751	8	4207.0
M7280	7	4207.0
P2262	7	4207.0
M7956	7	4207.0
F8090	8	4208.0
M7067	7	4209.0
M7697	7	4210.0
F8235	8	4211.0
M7954	7	4211.0
F10601	8	4211.0
P3040	8	4211.0
F12441	8	4212.0
F8080	8	4213.0
M8984	8	4213.0
F10410	8	4213.0
F12440	8	4214.0
F11559	7	4214.0
M9577	8	4215.0
M7895	7	4215.0
F8011	8	4215.0
M7370	7	4215.0
F8193	8	4215.0
M7266	7	4216.0
M7197	7	4216.0
F8010	8	4216.0
F8215	8	4217.0
M7942	7	4218.0
P1723	6	4218.0
M8888	8	4218.0
P2361	7	4218.0
M6291	6	4219.0
F11206	8	4219.0
M8658	8	4219.0
M8763	8	4219.0
M7320	7	4220.0
F12437	8	4221.0
M8572	8	4221.0
M8808	8	4221.0
F7105	7	4222.0
M12849	7	4222.0
M8998	8	4222.0
M8481	8	4222.0
M9126	9	4223.0
M7524	7	4224.0
M8982	8	4224.0
M12520	8	4225.0
M13191	8	4225.0
F9385	8	4226.0
M7796	7	4227.0
F7007	7	4227.0
M9812	7	4228.0
M7299	7	4228.0
M8528	8	4228.0
M8354	8	4230.0
F11720	7	4231.0
M8605	8	4232.0
F10285	8	4232.0
M6094	6	4233.0
M9510	8	4233.0
M8631	8	4234.0
F10211	8	4235.0
F7025	7	4235.0
M8927	8	4236.0
F8094	8	4236.0
M8958	8	4237.0
M8898	8	4237.0
F8019	8	4238.0
P1349	9	4239.0
M11831	8	4239.0
M8319	8	4239.0
M8297	8	4240.0
M3303	1	4240.0
P1457	8	4240.0
M11222	7	4241.0
M8082	8	4241.0
P1388	8	4242.0
F8077	8	4242.0
M7787	7	4242.0
M8371	8	4243.0
M12036	8	4244.0
M11320	7	4244.0
F9120	8	4245.0
M8695	8	4245.0
M8192	8	4245.0
P2919	8	4245.0
P2823	8	4246.0
M11829	7	4246.0
M12034	8	4246.0
P2977	8	4247.0
M8709	8	4247.0
P2621	8	4247.0
M3412	7	4248.0
M9599	8	4248.0
M8191	8	4248.0
M8708	8	4249.0
P1217	8	4249.0
F8186	8	4249.0
F8064	8	4249.0
M8189	8	4251.0
M8351	8	4251.0
F10998	8	4252.0
M8518	8	4252.0
F8004	8	4252.0
M8380	8	4252.0
M8868	8	4252.0
M7192	7	4253.0
M8102	8	4253.0
F11145	8	4254.0
F7088	7	4254.0
M8904	8	4254.0
M9901	7	4254.0
M9314	7	4255.0
M8167	8	4255.0
M8133	8	4258.0
M9891	8	4258.0
M10854	8	4259.0
P2459	8	4259.0
F11302	8	4260.0
F9014	9	4260.0
M7106	7	4260.0
M7808	7	4261.0
F10467	8	4262.0
M12323	7	4262.0
P2895	6	4262.0
