#ID	start_group[0-10]	arrival_time_s_after_start
F8035	5	2481.0
M5299	4	2482.0
M6354	5	2482.0
M5364	5	2482.0
M5284	5	2482.0
M4008	4	2483.0
F11607	5	2483.0
M5073	5	2483.0
V1038	5	2483.0
P1259	4	2483.0
M4103	4	2484.0
M5193	5	2484.0
M5234	5	2484.0
M5869	5	2484.0
M7784	5	2484.0
M11992	5	2485.0
M5218	5	2485.0
M4045	4	2485.0
F5040	5	2486.0
M5560	5	2486.0
M6393	5	2486.0
M13220	5	2486.0
M5323	5	2486.0
M4649	4	2487.0
M4141	4	2487.0
M4042	4	2487.0
P2165	4	2487.0
M5655	5	2487.0
F6032	5	2488.0
M5335	5	2489.0
M5983	5	2492.0
P1820	4	2492.0
M4993	4	2492.0
P1511	5	2493.0
F5083	5	2493.0
M4397	4	2493.0
M5984	4	2494.0
M5351	5	2494.0
M5123	5	2495.0
M4771	4	2496.0
M5387	5	2496.0
M5821	5	2496.0
M5618	5	2497.0
F4018	4	2497.0
P1315	5	2497.0
M6003	5	2498.0
M5738	5	2498.0
F4005	4	2498.0
M5760	5	2499.0
F6001	6	2499.0
M5592	5	2500.0
M5287	5	2500.0
M5273	5	2501.0
M12887	5	2501.0
M5305	5	2501.0
M11663	5	2501.0
M10415	5	2502.0
M3870	2	2503.0
M5182	5	2503.0
V1165	5	2505.0
M3564	3	2506.0
V878	5	2506.0
P2307	3	2507.0
M3000	3	2507.0
P2229	2	2507.0
M13178	5	2508.0
P1555	5	2508.0
M5805	5	2509.0
M4853	4	2509.0
M10527	5	2510.0
V1169	5	2510.0
M4365	4	2510.0
F11459	5	2511.0
M5878	5	2511.0
P1127	4	2511.0
M4834	4	2511.0
M12024	5	2511.0
M5291	5	2512.0
M5393	5	2512.0
P2286	5	2512.0
M5732	5	2512.0
F5015	5	2512.0
P2638	5	2513.0
M5473	5	2513.0
M5559	5	2513.0
M4000	4	2514.0
M4426	4	2514.0
M4910	4	2514.0
M4105	4	2514.0
M4177	4	2515.0
M4740	4	2515.0
M5632	5	2515.0
M7983	5	2515.0
M4036	4	2515.0
M9077	5	2515.0
M5077	5	2516.0
M5325	5	2516.0
M13303	4	2516.0
M5064	5	2517.0
P1784	5	2517.0
M4077	4	2517.0
M4822	4	2517.0
M5028	5	2518.0
M12810	5	2518.0
M4391	4	2518.0
P2266	5	2519.0
P2328	3	2519.0
M4360	4	2519.0
M6221	5	2519.0
F5093	5	2519.0
M5913	5	2520.0
M5230	5	2520.0
M12574	5	2521.0
P1842	5	2521.0
M5686	5	2521.0
M3856	3	2521.0
M5017	5	2521.0
M4354	4	2522.0
P1559	5	2522.0
M5587	5	2522.0
M5951	5	2523.0
M4471	4	2523.0
M11606	5	2524.0
P1986	5	2524.0
M4369	4	2524.0
M5704	5	2524.0
M4378	4	2525.0
M5090	5	2525.0
M3833	3	2526.0
M5773	5	2526.0
M12904	4	2527.0
M5533	5	2527.0
M4427	4	2528.0
M4625	4	2528.0
M4466	4	2529.0
M5641	5	2529.0
M5895	5	2529.0
M4292	4	2529.0
M13264	5	2530.0
M4301	4	2530.0
M13064	4	2530.0
M4295	4	2530.0
M12950	5	2531.0
M5152	5	2531.0
M5001	5	2531.0
M4840	4	2531.0
M4770	4	2531.0
M4447	4	2532.0
M4089	4	2532.0
M5498	5	2532.0
F5056	4	2533.0
P1288	5	2533.0
M5681	5	2533.0
M12109	5	2533.0
M5633	5	2533.0
M5589	5	2534.0
M4375	4	2534.0
M5376	5	2534.0
M4662	4	2534.0
M5145	5	2534.0
F11164	5	2534.0
M5109	5	2535.0
M5268	5	2535.0
M5658	5	2535.0
P1947	5	2535.0
M4833	4	2535.0
M5901	5	2536.0
M5950	5	2536.0
M4043	4	2536.0
M5947	5	2537.0
M5661	5	2537.0
M5459	5	2538.0
F5078	5	2538.0
M4004	4	2538.0
M5688	5	2539.0
M5912	5	2539.0
M7021	6	2540.0
M4874	4	2540.0
V598	5	2540.0
M5397	5	2540.0
M5292	5	2541.0
F5077	5	2541.0
M5403	5	2541.0
M5360	5	2541.0
F5076	5	2542.0
M5331	5	2542.0
M5992	5	2542.0
P2909	5	2543.0
M5495	5	2543.0
M5246	5	2543.0
M5386	5	2543.0
V734	5	2543.0
M5463	5	2544.0
M5544	5	2544.0
M5422	5	2544.0
F5014	5	2544.0
P2373	4	2545.0
M5909	5	2545.0
M5313	5	2545.0
P1951	5	2545.0
P1181	4	2545.0
M5128	5	2546.0
P1697	5	2546.0
M12905	4	2547.0
M5709	5	2547.0
M11147	5	2547.0
M5149	5	2547.0
M6404	6	2548.0
M6878	6	2548.0
F5050	5	2548.0
F10141	5	2548.0
P2883	5	2548.0
M4393	4	2549.0
V1164	5	2549.0
M5036	5	2549.0
M5555	5	2550.0
V1188	5	2550.0
M6278	6	2550.0
M5345	5	2550.0
P2338	3	2551.0
M4371	4	2551.0
M4420	4	2552.0
M5513	5	2552.0
M5131	5	2552.0
M5990	5	2552.0
M7033	5	2552.0
M5585	5	2552.0
F5013	5	2553.0
M4943	4	2553.0
M11532	5	2554.0
M5436	5	2554.0
M5082	5	2554.0
M5510	5	2554.0
F5009	5	2554.0
M12930	5	2555.0
V1007	5	2555.0
M4668	4	2556.0
M5370	5	2556.0
M5705	5	2556.0
M4950	4	2556.0
M4967	4	2557.0
M5241	5	2558.0
M4336	4	2559.0
M4097	4	2559.0
P2160	5	2560.0
M4878	4	2560.0
M5649	5	2560.0
M5839	5	2560.0
M13152	5	2560.0
M4559	4	2562.0
M12842	5	2562.0
M5971	5	2563.0
M5354	5	2563.0
M7207	4	2563.0
M5121	5	2563.0
M5072	5	2564.0
V633	5	2565.0
M4893	4	2566.0
M5314	5	2566.0
M11359	5	2566.0
M5630	5	2566.0
M4879	4	2567.0
M4342	4	2568.0
M6133	5	2568.0
M5789	5	2568.0
M13054	5	2568.0
M5405	5	2569.0
M5872	5	2569.0
P2962	5	2569.0
M13340	5	2569.0
P2671	5	2569.0
F10888	4	2570.0
M5620	5	2570.0
P1268	5	2570.0
M4845	4	2571.0
M5844	5	2571.0
M13202	5	2571.0
M5481	5	2571.0
M5941	5	2571.0
P2365	5	2572.0
M5790	5	2572.0
M4705	4	2572.0
P1539	5	2572.0
M3015	3	2573.0
M5860	5	2573.0
M4117	4	2573.0
M4403	4	2574.0
M5191	5	2574.0
M4610	4	2574.0
F11576	5	2574.0
M4724	4	2574.0
M4606	4	2574.0
F10375	8	2575.0
M5576	5	2575.0
M5834	5	2575.0
M5573	5	2576.0
P1099	4	2576.0
M12886	5	2576.0
M11685	5	2577.0
M5627	5	2577.0
M4868	4	2577.0
M5183	5	2577.0
M5311	5	2578.0
F11046	5	2578.0
P2137	4	2578.0
M6336	5	2579.0
M12279	5	2579.0
M4033	4	2580.0
F10733	5	2580.0
M4648	4	2580.0
M5960	5	2581.0
P1375	5	2581.0
M4860	4	2581.0
M6828	6	2582.0
M5899	5	2582.0
M5772	5	2582.0
P2342	5	2583.0
M13074	4	2583.0
M13188	4	2583.0
F6073	6	2584.0
M5187	5	2584.0
M5358	5	2584.0
M5561	5	2585.0
F5098	5	2585.0
M11286	5	2586.0
P1365	5	2586.0
M5964	5	2587.0
P2140	4	2587.0
M5229	5	2587.0
F5019	5	2587.0
M5070	5	2587.0
M12992	5	2588.0
M3694	3	2588.0
P2321	4	2589.0
M5982	5	2589.0
V922	5	2589.0
M12958	3	2590.0
M5286	5	2590.0
P2319	4	2590.0
M5377	5	2590.0
M4554	4	2590.0
M12900	4	2590.0
M10933	5	2591.0
M4454	4	2591.0
M5439	5	2591.0
M12526	4	2592.0
M4385	4	2593.0
M5060	4	2593.0
M4814	4	2593.0
M11602	4	2593.0
M5348	5	2593.0
M6294	4	2593.0
M12475	5	2593.0
P2948	4	2593.0
M5588	5	2594.0
P2527	4	2594.0
F5081	5	2594.0
M9808	5	2595.0
P2355	5	2595.0
M5365	5	2596.0
M5344	5	2596.0
F5072	5	2597.0
M4583	4	2598.0
M12984	5	2598.0
M5475	5	2598.0
P2961	4	2598.0
M13069	4	2598.0
M6141	6	2599.0
M4772	4	2599.0
M5835	5	2599.0
M3166	3	2599.0
M5864	5	2599.0
M5713	5	2600.0
M5921	5	2600.0
M6027	6	2600.0
M5918	5	2600.0
M5453	5	2601.0
M5991	5	2601.0
M10045	5	2601.0
P2620	4	2601.0
P1700	4	2601.0
M5931	5	2601.0
F6044	6	2602.0
M11640	6	2602.0
M5056	5	2602.0
V1112	5	2602.0
M5222	5	2603.0
M5942	5	2604.0
P2096	4	2605.0
M5900	5	2605.0
M5188	5	2606.0
M13034	5	2607.0
M5557	5	2607.0
M10160	5	2607.0
F5054	5	2607.0
M5339	5	2608.0
M4009	4	2608.0
P2829	4	2609.0
F5082	5	2609.0
P3035	3	2609.0
M5575	5	2609.0
M5446	5	2609.0
P2205	5	2610.0
M5799	5	2610.0
F4059	4	2610.0
P2332	2	2610.0
M5679	5	2610.0
F4002	4	2610.0
M5369	5	2611.0
M6821	6	2611.0
M5233	5	2611.0
P2178	5	2611.0
M4405	4	2612.0
P2182	5	2612.0
M5724	5	2612.0
M4044	4	2612.0
M6333	5	2612.0
M5445	5	2612.0
M5167	5	2613.0
F5038	5	2613.0
M4143	4	2613.0
M5652	5	2613.0
M11364	5	2614.0
M5954	5	2614.0
M5568	5	2615.0
M5642	5	2616.0
V738	5	2616.0
M6471	6	2616.0
M5607	5	2617.0
M6036	5	2617.0
M12736	5	2617.0
F11021	5	2617.0
M7022	5	2617.0
M5813	5	2618.0
M5301	5	2618.0
P1794	8	2618.0
F10996	5	2618.0
P2468	5	2619.0
M5569	5	2619.0
M5160	5	2619.0
M6755	6	2619.0
M9071	5	2620.0
M5787	5	2620.0
P2400	5	2620.0
M5108	5	2621.0
M6070	5	2621.0
P1622	4	2621.0
M5566	5	2622.0
M12496	5	2622.0
M5338	5	2622.0
M5248	5	2622.0
M5407	5	2622.0
M5318	5	2623.0
M3899	3	2623.0
F11032	6	2623.0
M4700	4	2624.0
M5332	5	2624.0
M5567	5	2624.0
M11624	5	2624.0
M5936	5	2625.0
M4312	4	2625.0
M5978	5	2625.0
M5470	5	2625.0
F7073	4	2626.0
M4891	4	2626.0
M5647	5	2626.0
M5606	5	2626.0
M5975	5	2626.0
M5702	5	2627.0
M5136	5	2627.0
M11568	5	2627.0
M5648	5	2627.0
M5441	5	2628.0
V1035	5	2628.0
V835	5	2629.0
M5075	5	2629.0
M5678	5	2629.0
M6068	6	2630.0
F5073	5	2630.0
M5646	5	2630.0
M6386	5	2630.0
F5028	5	2631.0
M6829	6	2631.0
M5190	5	2631.0
M5802	5	2632.0
P1095	4	2632.0
M5198	5	2633.0
M4083	4	2633.0
P2496	6	2633.0
M5751	5	2633.0
M4010	4	2634.0
M5593	5	2634.0
P1447	5	2634.0
M5232	5	2634.0
M5889	5	2635.0
P1647	4	2635.0
M5307	5	2636.0
M5258	5	2636.0
M5153	5	2637.0
M5564	5	2638.0
M5081	5	2638.0
M5888	5	2638.0
M5375	5	2638.0
M5577	5	2638.0
M5518	5	2639.0
M5986	5	2639.0
M5214	5	2639.0
M6184	6	2639.0
M5591	5	2639.0
F5068	5	2640.0
M5186	5	2640.0
M6392	5	2640.0
M5857	5	2640.0
M6590	6	2641.0
F5046	5	2641.0
F11450	5	2641.0
P1479	6	2641.0
M5856	5	2641.0
M3014	3	2642.0
M5285	4	2642.0
P1334	6	2642.0
P1660	5	2642.0
M5092	5	2642.0
M5037	5	2643.0
M12517	4	2643.0
M5969	5	2643.0
P2941	5	2644.0
M6991	6	2644.0
M6955	6	2644.0
M5137	5	2644.0
M4552	4	2645.0
V831	5	2646.0
M5977	5	2646.0
M5447	5	2646.0
M5395	5	2647.0
M5461	5	2647.0
M5836	5	2647.0
M8229	5	2648.0
F11690	5	2648.0
M5746	5	2649.0
M5265	5	2649.0
M10453	5	2649.0
M5598	5	2649.0
M5317	5	2650.0
M5496	5	2650.0
F5090	5	2651.0
M5297	5	2651.0
M4407	4	2652.0
M6368	6	2652.0
M5765	5	2652.0
M4566	4	2653.0
P2132	5	2654.0
M5996	5	2654.0
M10441	4	2655.0
M5846	5	2655.0
M5976	5	2655.0
M11246	5	2655.0
M5925	5	2655.0
M6440	6	2656.0
M5754	5	2657.0
M5624	5	2657.0
M5911	5	2657.0
M6514	4	2658.0
M4056	4	2658.0
M12582	5	2658.0
M5711	5	2659.0
F11651	5	2659.0
M11858	5	2659.0
M5127	5	2662.0
M5012	5	2663.0
M5594	5	2664.0
M5013	5	2665.0
M12166	5	2666.0
P1682	5	2666.0
M5350	5	2667.0
M5572	5	2667.0
M5691	5	2668.0
P2386	4	2669.0
M6389	5	2669.0
M5940	5	2669.0
M5852	5	2669.0
M5322	5	2669.0
M4851	4	2670.0
M4003	4	2671.0
M4500	4	2671.0
F6108	6	2674.0
M5340	5	2676.0
V1047	5	2677.0
M6032	6	2677.0
M5133	5	2679.0
M6156	5	2679.0
M5192	5	2679.0
F1006	6	2680.0
M5777	5	2680.0
M6760	6	2680.0
F7087	5	2681.0
M10745	5	2681.0
P2438	6	2681.0
M5199	5	2682.0
M12717	5	2682.0
P1954	5	2682.0
P1863	4	2683.0
V722	5	2684.0
M5173	5	2685.0
M4839	4	2686.0
M5176	5	2687.0
M5662	5	2687.0
M5010	5	2687.0
M5547	5	2688.0
M5987	5	2689.0
M4127	4	2689.0
P3013	5	2689.0
F5092	5	2689.0
M5529	5	2690.0
V960	5	2690.0
M6721	6	2690.0
M5455	5	2691.0
M6449	6	2692.0
M5389	5	2692.0
M5774	5	2693.0
M5327	5	2694.0
M6367	5	2695.0
V965	5	2695.0
P2644	5	2695.0
V959	5	2695.0
M5253	5	2695.0
M5728	5	2696.0
P1138	5	2696.0
M5877	5	2696.0
M5139	5	2697.0
M5502	5	2697.0
P2658	6	2697.0
M4362	4	2697.0
F5094	5	2697.0
M1093	1	2698.0
M12800	5	2698.0
M6152	5	2698.0
V1162	5	2699.0
M6566	6	2699.0
M6801	6	2699.0
M6727	6	2700.0
M6776	6	2700.0
M5154	5	2700.0
M5736	5	2700.0
F6000	6	2700.0
P1104	6	2701.0
F11543	5	2701.0
M12756	5	2701.0
M12778	5	2701.0
M6753	6	2701.0
M5553	5	2702.0
M11014	5	2702.0
M5023	5	2702.0
M5438	5	2703.0
M6434	6	2704.0
M11604	4	2704.0
M12981	5	2704.0
F5029	5	2705.0
P2566	5	2705.0
P2754	5	2705.0
P1234	5	2705.0
V1177	5	2706.0
M12976	6	2706.0
F4069	4	2706.0
M6847	6	2707.0
V1213	5	2707.0
M7961	5	2707.0
F6086	5	2707.0
M5870	5	2708.0
M13149	5	2708.0
V1175	5	2709.0
M5905	5	2709.0
M12086	5	2709.0
M5804	5	2709.0
M5522	5	2710.0
M6929	6	2711.0
V927	5	2711.0
M6430	6	2712.0
P1258	5	2712.0
V454	5	2712.0
P1998	5	2712.0
M5304	5	2713.0
M6613	6	2714.0
V1070	5	2715.0
F6101	6	2715.0
M6148	6	2715.0
M5196	5	2715.0
P1260	5	2716.0
M5066	5	2716.0
M5843	5	2717.0
P2863	5	2718.0
M3058	5	2718.0
M5829	5	2718.0
F5088	5	2719.0
M4672	4	2719.0
F5024	5	2720.0
M5472	5	2720.0
M5074	5	2720.0
V482	5	2721.0
M11018	5	2721.0
M5408	5	2722.0
M11019	5	2722.0
F9025	5	2723.0
M5847	5	2723.0
M5349	5	2723.0
P2379	5	2723.0
M6054	6	2724.0
P2736	5	2724.0
M5083	5	2726.0
M12030	5	2726.0
M6101	6	2726.0
M5512	5	2726.0
M5879	5	2726.0
M5884	5	2727.0
M12108	5	2728.0
M5554	5	2728.0
M5838	5	2728.0
M5993	5	2728.0
M5917	5	2730.0
M4673	4	2730.0
M12589	5	2730.0
M6799	6	2731.0
V1144	5	2731.0
M5823	5	2731.0
M5916	5	2731.0
F6025	5	2731.0
F6085	5	2731.0
P2098	5	2731.0
V639	5	2731.0
P2623	6	2732.0
F5021	4	2732.0
M6462	6	2732.0
F10316	6	2732.0
M11375	5	2733.0
M5819	5	2733.0
M6846	6	2733.0
V1005	5	2733.0
F5075	5	2733.0
M5826	5	2733.0
F11614	6	2734.0
M5920	5	2734.0
M5504	5	2734.0
M5634	5	2734.0
M6266	6	2734.0
M5330	5	2734.0
M11275	5	2735.0
M5781	5	2735.0
M12801	5	2735.0
M5995	5	2735.0
P1906	5	2735.0
M3438	4	2735.0
M5181	5	2735.0
M11699	5	2736.0
M7467	7	2736.0
M5054	5	2736.0
M5743	5	2736.0
M6569	6	2737.0
M11827	6	2737.0
M5107	5	2737.0
M5625	5	2737.0
F5051	5	2738.0
M5875	5	2738.0
M10059	5	2738.0
M5007	5	2739.0
M5659	5	2739.0
P1857	5	2740.0
M5891	5	2740.0
M5924	5	2740.0
M5761	5	2740.0
P2469	5	2741.0
M7549	5	2741.0
M5055	5	2742.0
M4021	4	2742.0
M5827	5	2742.0
P2624	5	2742.0
F5030	5	2742.0
M5943	5	2742.0
M5212	5	2743.0
M5104	5	2743.0
M6035	5	2743.0
F5007	5	2743.0
F6012	6	2744.0
M9346	6	2744.0
M6576	6	2745.0
M5503	5	2745.0
M5657	5	2745.0
M5744	5	2745.0
F6093	6	2745.0
M6899	6	2745.0
M6231	6	2745.0
M11330	5	2746.0
M5227	5	2746.0
M5531	5	2746.0
M5303	5	2746.0
M6104	6	2746.0
P1656	4	2747.0
F11580	5	2747.0
M6102	6	2747.0
P2674	6	2747.0
M11066	6	2747.0
F6046	6	2748.0
M5600	5	2748.0
M5970	5	2748.0
P1895	5	2748.0
F6106	5	2748.0
M5961	5	2749.0
M12970	5	2749.0
M5478	5	2749.0
M11358	6	2749.0
P1253	5	2749.0
M5979	5	2750.0
M7993	5	2750.0
M4096	4	2751.0
M6475	6	2751.0
M6460	6	2751.0
F4033	4	2752.0
M6984	6	2752.0
P1449	5	2752.0
V1113	5	2752.0
M10945	4	2752.0
F5049	5	2752.0
P2836	5	2752.0
M5100	5	2753.0
M6754	6	2753.0
M5534	5	2753.0
M5645	5	2753.0
M6561	6	2754.0
M6076	6	2754.0
M6606	6	2755.0
M4307	4	2755.0
P1242	5	2755.0
M6839	5	2755.0
M5833	5	2755.0
V1061	5	2756.0
F11601	5	2756.0
P2537	5	2756.0
M5867	5	2757.0
M5831	5	2757.0
P2824	5	2757.0
M6675	6	2758.0
M3927	3	2758.0
F11067	5	2758.0
P1201	6	2759.0
P1562	5	2759.0
F5018	5	2760.0
M6429	6	2760.0
M5367	5	2760.0
P1374	3	2760.0
M5929	5	2761.0
M11550	6	2761.0
M5378	5	2761.0
P1362	5	2761.0
M13110	5	2761.0
M5640	5	2761.0
P2313	5	2762.0
M3442	4	2762.0
M5959	5	2762.0
M6225	6	2763.0
F6036	6	2765.0
M5097	5	2765.0
M5677	5	2765.0
M5427	5	2766.0
V1209	5	2767.0
P1509	6	2767.0
M6154	5	2767.0
P2413	5	2767.0
M6656	6	2768.0
M4330	4	2768.0
M5579	5	2768.0
F6124	6	2769.0
M5383	5	2769.0
M5426	5	2769.0
M11252	6	2769.0
M5450	5	2769.0
M5696	5	2769.0
M5955	5	2770.0
M5939	5	2770.0
M6486	6	2770.0
M6982	6	2771.0
M5099	5	2771.0
M5159	5	2771.0
M6281	5	2771.0
F5069	5	2771.0
M5172	5	2772.0
M6764	6	2772.0
M6555	5	2772.0
M12812	6	2773.0
M6835	6	2773.0
M6391	6	2773.0
M5049	5	2774.0
M5928	5	2774.0
M12107	5	2775.0
M10616	6	2775.0
M6329	6	2777.0
P2283	6	2777.0
P2700	5	2778.0
M5516	5	2778.0
M5356	5	2779.0
M13236	5	2779.0
M13257	5	2780.0
P2570	5	2781.0
M11823	5	2781.0
F10149	6	2781.0
M6565	6	2781.0
P1671	6	2782.0
M12945	5	2782.0
M11838	5	2783.0
P2541	5	2783.0
M5739	5	2784.0
M5120	4	2784.0
P2167	5	2784.0
M12234	6	2785.0
P1779	5	2785.0
P2282	5	2785.0
V1006	5	2786.0
M5730	5	2786.0
M6665	6	2786.0
M12937	5	2786.0
M5803	5	2786.0
M5240	5	2787.0
V1153	5	2787.0
F10775	5	2787.0
P1595	5	2787.0
M9945	6	2787.0
F6122	4	2787.0
M5873	5	2788.0
M6546	6	2788.0
M5763	5	2789.0
M6090	6	2789.0
M5462	5	2789.0
M12695	5	2790.0
M6465	6	2790.0
M12305	6	2790.0
M5699	5	2790.0
F6005	6	2791.0
M6604	6	2791.0
M6541	6	2791.0
V1216	5	2791.0
M6724	6	2792.0
M6413	6	2792.0
M4773	4	2794.0
M11533	5	2795.0
M5608	5	2795.0
V1054	5	2795.0
M10445	5	2795.0
P2617	5	2795.0
P2578	5	2796.0
M11850	5	2796.0
M6120	6	2796.0
M5051	5	2796.0
M6151	5	2796.0
M11049	6	2796.0
M6185	6	2797.0
M5715	5	2798.0
M6885	6	2799.0
V30117	5	2799.0
M4800	4	2800.0
M5385	5	2800.0
M6938	6	2800.0
M8244	5	2801.0
P1688	7	2802.0
M7069	5	2803.0
P1798	5	2803.0
M5138	5	2803.0
M4602	4	2803.0
M5854	5	2804.0
M5157	5	2804.0
M6334	6	2804.0
V1161	5	2805.0
M6015	6	2805.0
P2579	5	2805.0
M13346	5	2805.0
M5226	5	2806.0
F5071	5	2806.0
M11333	6	2806.0
V1192	5	2806.0
M12956	5	2807.0
M4537	6	2807.0
M6494	6	2807.0
F5026	5	2808.0
M5342	5	2809.0
M4896	4	2809.0
M6973	6	2810.0
M6164	6	2810.0
M5148	5	2810.0
F5089	5	2811.0
M10029	6	2811.0
M5816	5	2811.0
F6014	6	2812.0
M13383	2	2813.0
F6024	6	2813.0
M7982	5	2813.0
P1879	2	2814.0
F6041	6	2815.0
V991	5	2816.0
M11845	5	2816.0
M6980	6	2818.0
M13024	5	2818.0
M6397	6	2818.0
M5200	5	2820.0
M5068	5	2821.0
V1202	5	2821.0
F4037	4	2821.0
M5113	5	2822.0
M5476	5	2823.0
M12117	5	2824.0
M11203	5	2824.0
M6256	6	2824.0
V402	5	2825.0
M6381	6	2826.0
M6595	6	2827.0
M6089	6	2827.0
M5621	5	2827.0
M12983	5	2828.0
P2458	5	2828.0
M5540	5	2829.0
M6770	6	2830.0
M5653	5	2830.0
M5892	5	2830.0
V925	5	2831.0
M6701	6	2831.0
M5957	5	2832.0
P1717	5	2832.0
P2988	6	2832.0
M6350	6	2832.0
V919	5	2832.0
P1136	5	2833.0
M6739	6	2833.0
M5406	5	2833.0
V1082	5	2833.0
F5095	5	2833.0
M5085	5	2834.0
M5695	5	2834.0
M5808	5	2834.0
M6233	6	2834.0
M5764	5	2834.0
M5048	5	2835.0
F10487	6	2836.0
30111	5	2836.0
M5784	5	2836.0
P2536	5	2836.0
M6135	6	2837.0
M9330	5	2837.0
M12449	6	2838.0
F10638	5	2838.0
M5357	5	2838.0
V1150	5	2839.0
M5514	5	2839.0
M6406	6	2839.0
M5448	5	2839.0
M6626	6	2840.0
P2668	5	2840.0
M5452	5	2841.0
M6037	6	2842.0
M5449	5	2842.0
P1981	6	2842.0
M6853	6	2843.0
M5106	5	2843.0
M12969	6	2844.0
M5080	5	2844.0
M5726	5	2845.0
M5549	5	2846.0
M12888	6	2847.0
M3807	4	2847.0
M6905	6	2847.0
M5601	5	2848.0
V594	5	2848.0
F6017	6	2849.0
P1480	5	2849.0
M6964	6	2849.0
M6075	6	2849.0
M6887	6	2849.0
P1508	4	2850.0
M6958	6	2850.0
F6006	6	2850.0
M5146	5	2850.0
M13153	6	2851.0
M5753	5	2852.0
M13193	5	2852.0
M11297	5	2852.0
M6183	6	2852.0
M3432	5	2852.0
M5165	5	2852.0
M5654	5	2853.0
M5845	5	2853.0
M6736	6	2854.0
F8001	5	2854.0
P1848	6	2855.0
M13083	5	2855.0
M5903	5	2855.0
V1125	5	2856.0
M6254	6	2856.0
V589	5	2856.0
M5590	5	2857.0
M6171	6	2858.0
M6117	6	2859.0
P2004	5	2859.0
M6931	6	2860.0
M6788	6	2860.0
M10097	5	2861.0
M6482	6	2861.0
F6031	6	2862.0
M6792	6	2862.0
M4565	4	2863.0
P2199	5	2863.0
M5562	5	2863.0
M6414	6	2864.0
M5748	5	2864.0
M13249	5	2865.0
M7478	7	2865.0
M5793	5	2865.0
M5824	5	2865.0
V1072	5	2866.0
P2162	5	2866.0
M5089	5	2866.0
M5660	5	2867.0
M5410	5	2867.0
F6019	6	2867.0
V966	5	2867.0
V911	5	2867.0
M13314	5	2867.0
M6234	6	2867.0
M5782	5	2868.0
M5044	5	2868.0
V1163	5	2868.0
P2109	6	2869.0
M13117	6	2869.0
M6719	6	2869.0
M5809	5	2869.0
M6382	6	2869.0
F5001	5	2870.0
P1143	5	2870.0
M6485	6	2870.0
M5934	5	2870.0
M6822	6	2870.0
M5052	5	2871.0
M13062	5	2871.0
M5319	5	2871.0
M13285	6	2872.0
M6145	6	2872.0
V1151	5	2873.0
F11665	5	2873.0
V1077	5	2873.0
M6875	6	2874.0
M6108	5	2874.0
M5785	5	2874.0
M5849	5	2874.0
M5855	5	2875.0
M13101	6	2875.0
V1122	5	2876.0
M5673	5	2876.0
P2467	6	2877.0
M5527	5	2877.0
M5542	5	2877.0
M7646	5	2878.0
M4549	4	2878.0
M10599	5	2878.0
M5622	5	2878.0
M6706	6	2879.0
M11860	5	2879.0
P2544	5	2879.0
M12478	5	2879.0
F10342	6	2879.0
F11060	6	2880.0
M11691	6	2880.0
M5663	5	2880.0
M5945	5	2880.0
M5998	5	2881.0
F10454	6	2881.0
M5162	5	2881.0
V1204	5	2882.0
M6069	6	2882.0
M5239	5	2882.0
M5814	5	2883.0
M5098	5	2885.0
M6284	6	2886.0
M5429	5	2886.0
M6945	6	2886.0
V880	5	2886.0
M5703	5	2887.0
P1247	6	2887.0
M7959	7	2887.0
M6456	6	2887.0
P2064	5	2888.0
M12357	5	2888.0
M6965	6	2888.0
M12748	5	2889.0
M5933	5	2889.0
M5915	5	2889.0
M6007	6	2889.0
M4809	4	2889.0
M5551	5	2889.0
M6976	6	2890.0
F6026	5	2890.0
M5205	5	2890.0
M10034	6	2891.0
F11153	5	2891.0
P2150	5	2892.0
M11405	7	2893.0
M10630	6	2893.0
M6758	6	2894.0
M6495	6	2894.0
M6798	6	2894.0
M5797	5	2895.0
M6952	6	2895.0
M5528	5	2896.0
P1507	6	2896.0
P1944	6	2896.0
V1184	5	2897.0
M6020	6	2897.0
P1766	6	2898.0
F6018	6	2898.0
P1855	5	2899.0
F6070	6	2899.0
M6962	6	2899.0
M6140	6	2899.0
M6351	6	2900.0
M4759	4	2900.0
M6469	6	2901.0
M5837	5	2901.0
F6037	6	2902.0
V778	5	2903.0
M5493	5	2903.0
M5737	5	2904.0
P1418	6	2904.0
F10970	5	2904.0
P1358	6	2904.0
M11308	5	2905.0
M6924	6	2905.0
V387	5	2906.0
M5611	5	2906.0
M6805	6	2906.0
M9326	5	2907.0
M6857	6	2908.0
M5443	5	2908.0
M6880	6	2909.0
M6845	6	2909.0
M6777	6	2909.0
M5431	5	2910.0
M6761	6	2910.0
M6720	6	2910.0
M6928	6	2911.0
F6061	6	2911.0
M6499	6	2911.0
F6104	6	2912.0
M8033	6	2913.0
M6726	6	2913.0
M6029	6	2913.0
M5723	5	2913.0
M5919	5	2913.0
M10521	6	2913.0
P1414	5	2914.0
M11016	6	2914.0
M5170	5	2915.0
M5024	5	2915.0
M5432	5	2916.0
M7024	7	2916.0
M5404	5	2917.0
F11484	6	2918.0
M5758	5	2918.0
F11561	6	2919.0
M6443	6	2919.0
M6854	6	2920.0
M5811	5	2920.0
F6047	6	2920.0
M5382	5	2920.0
P1159	6	2921.0
M5095	5	2921.0
P2852	5	2921.0
M10538	6	2921.0
M6830	6	2922.0
P2774	5	2922.0
M10123	6	2923.0
